emdb_id,resolution,fitted_pdbs,deposition_date,map_release_date
EMD-2644,3.9,3j7r,2014-05-13T00:00:00Z,2014-07-16T00:00:00Z
EMD-2762,3.4,3j7y,2014-08-26T00:00:00Z,2014-10-15T00:00:00Z
EMD-6057,3.9,3j7z,2014-08-27T00:00:00Z,2014-10-22T00:00:00Z
EMD-2807,3.8,3j8h,2014-10-24T00:00:00Z,2015-01-14T00:00:00Z
EMD-2857,3.5,5adx,2015-01-21T00:00:00Z,2015-03-04T00:00:00Z
EMD-2856,4.0,5adx,2015-01-21T00:00:00Z,2015-03-04T00:00:00Z
EMD-2858,4.6,,2015-01-22T00:00:00Z,2016-02-03T00:00:00Z
EMD-4001,3.7,5l3p,2016-05-24T00:00:00Z,2016-07-20T00:00:00Z
EMD-4074,4.3,5lmo,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-4079,4.15,5lmt,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-3040,3.83,3jai,2015-06-07T00:00:00Z,2015-08-12T00:00:00Z
EMD-3039,3.45,3jah,2015-06-07T00:00:00Z,2015-08-12T00:00:00Z
EMD-3038,3.65,3jag,2015-06-07T00:00:00Z,2015-08-12T00:00:00Z
EMD-3047,3.46,3jam,2015-06-15T00:00:00Z,2015-08-05T00:00:00Z
EMD-4090,3.9,,2016-08-03T00:00:00Z,2016-10-19T00:00:00Z
EMD-3045,3.9,3jan,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-3046,3.9,,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6478,2.9,3jbs,2015-10-05T00:00:00Z,2015-10-21T00:00:00Z
EMD-6382,3.6,3jb8,2015-07-10T00:00:00Z,2016-07-13T00:00:00Z
EMD-8009,4.5,,2015-12-14T00:00:00Z,2016-03-30T00:00:00Z
EMD-8008,4.6,,2015-12-14T00:00:00Z,2016-03-30T00:00:00Z
EMD-8010,4.5,,2015-12-14T00:00:00Z,2016-03-30T00:00:00Z
EMD-8007,4.3,,2015-12-14T00:00:00Z,2016-03-30T00:00:00Z
EMD-8118,3.28,5irz,2016-03-31T00:00:00Z,2016-05-25T00:00:00Z
EMD-8119,3.43,5is0,2016-03-31T00:00:00Z,2016-05-25T00:00:00Z
EMD-8139,3.7,5iz7,2016-05-09T00:00:00Z,2016-05-25T00:00:00Z
EMD-8165,3.9,5jlh,2016-04-27T00:00:00Z,2016-06-15T00:00:00Z
EMD-8162,3.6,5jlf,2016-04-27T00:00:00Z,2016-06-15T00:00:00Z
EMD-8163,3.6,5jlf,2016-04-27T00:00:00Z,2016-06-15T00:00:00Z
EMD-0140,3.9,6h5i,2018-07-24T00:00:00Z,2019-03-27T00:00:00Z
EMD-8172,4.9,,2016-05-09T00:00:00Z,2016-11-16T00:00:00Z
EMD-4016,4.5,,2016-06-09T00:00:00Z,2016-07-20T00:00:00Z
EMD-4017,4.2,,2016-06-09T00:00:00Z,2016-07-20T00:00:00Z
EMD-8280,4.1,5kpv,2016-09-16T00:00:00Z,2016-09-28T00:00:00Z
EMD-8282,3.9,5kpx,2016-09-16T00:00:00Z,2016-09-28T00:00:00Z
EMD-8281,3.9,5kpw,2016-09-16T00:00:00Z,2016-09-28T00:00:00Z
EMD-9509,4.3,,2016-07-01T00:00:00Z,2016-07-27T00:00:00Z
EMD-8331,3.4,5szs,2016-08-30T00:00:00Z,2016-09-14T00:00:00Z
EMD-2661,3.4,,2014-05-22T00:00:00Z,2014-06-18T00:00:00Z
EMD-2763,4.0,3j81,2014-08-26T00:00:00Z,2014-11-05T00:00:00Z
EMD-2764,3.75,3j80,2014-08-26T00:00:00Z,2014-11-05T00:00:00Z
EMD-6106,4.8,,2014-09-29T00:00:00Z,2014-12-10T00:00:00Z
EMD-2850,4.3,5aey,2015-01-12T00:00:00Z,2015-04-22T00:00:00Z
EMD-6270,3.5,3j9q,2015-02-17T00:00:00Z,2015-04-01T00:00:00Z
EMD-6266,3.7,3j9o,2015-02-11T00:00:00Z,2015-03-18T00:00:00Z
EMD-6324,3.6,3ja7,2015-04-21T00:00:00Z,2015-07-22T00:00:00Z
EMD-6594,4.2,,2016-02-23T00:00:00Z,2016-03-23T00:00:00Z
EMD-3048,4.9,3jap,2015-06-15T00:00:00Z,2015-08-05T00:00:00Z
EMD-6406,3.3,,2015-08-01T00:00:00Z,2015-10-28T00:00:00Z
EMD-6407,3.3,,2015-08-01T00:00:00Z,2015-10-28T00:00:00Z
EMD-6405,4.0,,2015-08-01T00:00:00Z,2015-10-28T00:00:00Z
EMD-6404,4.0,3jb7,2015-08-01T00:00:00Z,2015-10-28T00:00:00Z
EMD-6408,3.3,3jb6,2015-08-01T00:00:00Z,2015-10-28T00:00:00Z
EMD-6435,3.8,3jbg,2015-08-24T00:00:00Z,2016-01-27T00:00:00Z
EMD-6441,4.8,3jca,2015-08-26T00:00:00Z,2016-02-17T00:00:00Z
EMD-6444,3.3,,2015-08-27T00:00:00Z,2015-12-09T00:00:00Z
EMD-6479,3.5,3jck,2015-10-11T00:00:00Z,2016-01-20T00:00:00Z
EMD-6486,3.32,3jbv,2015-10-15T00:00:00Z,2016-02-24T00:00:00Z
EMD-3331,3.8,5g2x,2016-02-14T00:00:00Z,2016-05-04T00:00:00Z
EMD-8069,4.04,5i08,2016-02-15T00:00:00Z,2016-03-02T00:00:00Z
EMD-8064,3.8,5hx2,2016-02-23T00:00:00Z,2016-03-02T00:00:00Z
EMD-3395,4.45,,2016-03-17T00:00:00Z,2016-05-18T00:00:00Z
EMD-3397,3.81,,2016-03-17T00:00:00Z,2016-05-18T00:00:00Z
EMD-4002,3.9,"5l4g,5l4k",2016-05-25T00:00:00Z,2016-06-22T00:00:00Z
EMD-8100,3.7,5ipk,2016-03-09T00:00:00Z,2016-07-20T00:00:00Z
EMD-6637,3.9,3jd7,2016-04-20T00:00:00Z,2016-09-14T00:00:00Z
EMD-6636,3.9,,2016-04-20T00:00:00Z,2016-09-14T00:00:00Z
EMD-4021,4.8,5khu,2016-06-12T00:00:00Z,2016-08-17T00:00:00Z
EMD-8238,3.9,5kcs,2016-08-05T00:00:00Z,2016-08-17T00:00:00Z
EMD-8237,3.6,5kcr,2016-08-09T00:00:00Z,2016-08-17T00:00:00Z
EMD-4083,4.9,5lmv,2016-08-01T00:00:00Z,2016-11-16T00:00:00Z
EMD-4080,4.0,5lmu,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-8215,3.78,5k7l,2016-06-16T00:00:00Z,2016-08-17T00:00:00Z
EMD-5925,3.64,3j6j,2014-03-14T00:00:00Z,2014-07-30T00:00:00Z
EMD-5917,4.6,4pt2,2014-03-10T00:00:00Z,2014-07-30T00:00:00Z
EMD-5922,3.64,,2014-03-12T00:00:00Z,2014-07-30T00:00:00Z
EMD-6204,4.2,3j94,2014-12-04T00:00:00Z,2015-01-28T00:00:00Z
EMD-6240,3.3,3j9e,2015-01-10T00:00:00Z,2015-12-09T00:00:00Z
EMD-6239,3.3,3j9d,2015-01-09T00:00:00Z,2015-12-09T00:00:00Z
EMD-2900,4.4,,2015-02-10T00:00:00Z,2015-04-29T00:00:00Z
EMD-2973,1.9,,2015-04-01T00:00:00Z,2015-04-15T00:00:00Z
EMD-2971,4.0,2n1f,2015-03-31T00:00:00Z,2015-10-14T00:00:00Z
EMD-2974,4.4,4uis,2015-04-03T00:00:00Z,2015-06-17T00:00:00Z
EMD-3028,1.4,4ril,2015-05-28T00:00:00Z,2015-09-09T00:00:00Z
EMD-4038,3.83,5ld2,2016-06-23T00:00:00Z,2016-10-05T00:00:00Z
EMD-6461,4.0,3jc1,2015-09-09T00:00:00Z,2015-12-16T00:00:00Z
EMD-3236,3.9,5fn1,2015-11-09T00:00:00Z,2015-12-23T00:00:00Z
EMD-8002,4.3,5gaf,2015-12-18T00:00:00Z,2016-02-03T00:00:00Z
EMD-8011,3.7,5gam,2015-12-15T00:00:00Z,2016-02-03T00:00:00Z
EMD-3353,5.0,5fxh,2016-03-02T00:00:00Z,2016-05-11T00:00:00Z
EMD-6635,3.3,3jd2,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-6634,3.3,3jd1,2016-03-24T00:00:00Z,2016-04-27T00:00:00Z
EMD-3394,4.55,,2016-03-17T00:00:00Z,2016-05-18T00:00:00Z
EMD-3393,4.19,,2016-03-17T00:00:00Z,2016-05-18T00:00:00Z
EMD-3392,3.83,,2016-03-17T00:00:00Z,2016-05-18T00:00:00Z
EMD-6650,4.0,5jus,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6646,4.0,5jut,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6647,4.0,5juu,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6651,4.2,,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6653,3.8,5juu,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6649,3.6,5jup,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6652,3.9,5jut,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6648,4.0,5juo,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-8222,2.5,5k7t,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8112,3.6,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8111,3.5,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8110,3.4,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8109,3.6,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8220,1.7,5k7r,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8108,3.0,,2016-03-11T00:00:00Z,2016-06-29T00:00:00Z
EMD-8246,4.54,5kgf,2016-07-11T00:00:00Z,2016-07-27T00:00:00Z
EMD-8243,4.7,6bt3,2016-06-10T00:00:00Z,2017-12-13T00:00:00Z
EMD-4032,4.35,5lc5,2016-08-22T00:00:00Z,2016-09-07T00:00:00Z
EMD-4040,4.27,5ldw,2016-06-28T00:00:00Z,2016-09-07T00:00:00Z
EMD-4042,3.6,5leg,2016-09-08T00:00:00Z,2016-09-07T00:00:00Z
EMD-4044,5.0,5ler,2016-10-18T00:00:00Z,2016-09-07T00:00:00Z
EMD-4046,5.0,5lfb,2016-10-18T00:00:00Z,2016-09-07T00:00:00Z
EMD-6187,5.0,3j8x,2014-11-18T00:00:00Z,2014-11-26T00:00:00Z
EMD-6179,4.7,3j8i,2014-11-06T00:00:00Z,2015-01-14T00:00:00Z
EMD-2867,4.3,4uft,2015-01-27T00:00:00Z,2015-04-29T00:00:00Z
EMD-2870,4.1,3j9k,2015-01-28T00:00:00Z,2015-02-25T00:00:00Z
EMD-2871,4.0,3j9l,2015-01-28T00:00:00Z,2015-02-25T00:00:00Z
EMD-6244,3.6,,2015-01-19T00:00:00Z,2015-02-25T00:00:00Z
EMD-6246,4.4,,2015-01-19T00:00:00Z,2015-02-25T00:00:00Z
EMD-6245,4.1,,2015-01-19T00:00:00Z,2015-02-25T00:00:00Z
EMD-2914,3.8,5aj4,2015-02-20T00:00:00Z,2015-04-15T00:00:00Z
EMD-2913,3.6,5aj3,2015-02-20T00:00:00Z,2015-04-15T00:00:00Z
EMD-6315,3.6,3j9z,2015-04-09T00:00:00Z,2015-07-01T00:00:00Z
EMD-6316,3.6,3ja1,2015-04-09T00:00:00Z,2015-07-01T00:00:00Z
EMD-3492,3.35,5mdy,2016-11-13T00:00:00Z,2016-12-21T00:00:00Z
EMD-3079,4.8,5a7u,2015-07-08T00:00:00Z,2015-09-09T00:00:00Z
EMD-6454,4.7,3jbp,2015-09-04T00:00:00Z,2015-10-14T00:00:00Z
EMD-6455,3.8,5an8,2015-09-04T00:00:00Z,2016-01-20T00:00:00Z
EMD-3218,3.4,5flm,2015-10-26T00:00:00Z,2016-01-20T00:00:00Z
EMD-3220,3.7,,2015-10-26T00:00:00Z,2016-01-27T00:00:00Z
EMD-3219,3.6,,2015-10-26T00:00:00Z,2016-01-27T00:00:00Z
EMD-3221,3.9,5flx,2015-10-27T00:00:00Z,2015-12-16T00:00:00Z
EMD-3222,3.8,5flu,2015-10-28T00:00:00Z,2016-01-13T00:00:00Z
EMD-3276,4.5,,2015-12-10T00:00:00Z,2016-01-27T00:00:00Z
EMD-6584,3.8,5imq,2016-02-03T00:00:00Z,2016-05-18T00:00:00Z
EMD-6583,2.8,3jcs,2016-01-20T00:00:00Z,2016-07-20T00:00:00Z
EMD-6645,4.2,5jus,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6644,3.3,5jup,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6643,4.0,5juo,2016-05-10T00:00:00Z,2016-06-01T00:00:00Z
EMD-6640,4.43,3jd8,2016-05-01T00:00:00Z,2016-06-01T00:00:00Z
EMD-8218,2.3,5k7p,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8221,1.6,5k7s,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8217,1.8,5k7o,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8219,2.5,5k7q,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-8216,1.1,5k7n,2016-05-26T00:00:00Z,2016-06-22T00:00:00Z
EMD-0025,3.2,,2018-05-22T00:00:00Z,2018-06-27T00:00:00Z
EMD-9511,4.35,5gjq,2016-07-28T00:00:00Z,2016-08-17T00:00:00Z
EMD-9525,3.4,5gmk,2016-08-07T00:00:00Z,2016-08-17T00:00:00Z
EMD-9512,3.5,5gjr,2016-08-20T00:00:00Z,2016-08-31T00:00:00Z
EMD-9526,3.65,,2016-07-14T00:00:00Z,2016-08-17T00:00:00Z
EMD-5889,3.85,,2014-01-22T00:00:00Z,2015-01-21T00:00:00Z
EMD-5954,4.7,4bml,2014-05-11T00:00:00Z,2014-07-09T00:00:00Z
EMD-6123,3.6,3j89,2014-10-06T00:00:00Z,2015-02-11T00:00:00Z
EMD-6188,5.0,3j8y,2014-11-18T00:00:00Z,2014-12-03T00:00:00Z
EMD-2812,5.0,,2014-11-04T00:00:00Z,2015-01-07T00:00:00Z
EMD-2811,3.5,,2014-11-04T00:00:00Z,2015-01-07T00:00:00Z
EMD-6201,4.1,,2014-11-24T00:00:00Z,2015-01-07T00:00:00Z
EMD-6311,3.9,3j9y,2015-03-23T00:00:00Z,2015-04-15T00:00:00Z
EMD-2945,2.9,3j4g,2015-03-18T00:00:00Z,2015-04-01T00:00:00Z
EMD-3099,3.8,5a8l,2015-07-16T00:00:00Z,2015-09-30T00:00:00Z
EMD-6394,3.8,3jb4,2015-07-21T00:00:00Z,2015-10-21T00:00:00Z
EMD-6395,4.5,,2015-07-22T00:00:00Z,2015-10-21T00:00:00Z
EMD-6397,4.8,5aa0,2015-07-23T00:00:00Z,2015-09-23T00:00:00Z
EMD-6396,4.7,5a9z,2015-07-23T00:00:00Z,2015-09-23T00:00:00Z
EMD-3178,3.9,5fj8,2015-10-02T00:00:00Z,2015-11-25T00:00:00Z
EMD-3179,4.6,5fj9,2015-10-02T00:00:00Z,2015-11-25T00:00:00Z
EMD-3180,4.7,5fja,2015-10-02T00:00:00Z,2015-11-25T00:00:00Z
EMD-3239,4.0,5fn4,2015-11-10T00:00:00Z,2015-12-09T00:00:00Z
EMD-3238,4.1,5fn3,2015-11-10T00:00:00Z,2015-12-09T00:00:00Z
EMD-3240,4.3,5fn5,2015-11-10T00:00:00Z,2015-12-09T00:00:00Z
EMD-3237,4.2,5fn2,2015-11-10T00:00:00Z,2015-12-09T00:00:00Z
EMD-6549,3.7,3jcd,2015-11-30T00:00:00Z,2015-12-30T00:00:00Z
EMD-6550,3.2,3jce,2015-11-30T00:00:00Z,2015-12-30T00:00:00Z
EMD-8014,3.6,5gap,2015-12-15T00:00:00Z,2016-01-27T00:00:00Z
EMD-8013,4.2,5gao,2015-12-15T00:00:00Z,2016-01-27T00:00:00Z
EMD-3299,3.3,5ftn,2016-01-12T00:00:00Z,2016-01-27T00:00:00Z
EMD-3298,3.2,5ftm,2016-01-12T00:00:00Z,2016-01-27T00:00:00Z
EMD-3297,3.3,5ftl,2016-01-12T00:00:00Z,2016-01-27T00:00:00Z
EMD-6555,2.9,3jci,2015-12-07T00:00:00Z,2016-02-03T00:00:00Z
EMD-6526,4.0,3jcl,2015-11-19T00:00:00Z,2016-02-03T00:00:00Z
EMD-8073,4.9,5j8v,2016-05-09T00:00:00Z,2016-09-14T00:00:00Z
EMD-8074,4.2,,2016-05-09T00:00:00Z,2016-09-14T00:00:00Z
EMD-8107,3.0,5iqr,2016-03-11T00:00:00Z,2016-05-04T00:00:00Z
EMD-8077,1.75,5i9s,2016-04-14T00:00:00Z,2016-06-08T00:00:00Z
EMD-6620,4.3,5kep,2016-03-15T00:00:00Z,2017-01-25T00:00:00Z
EMD-6619,4.3,5keq,2016-03-15T00:00:00Z,2017-01-25T00:00:00Z
EMD-6617,3.2,3jcu,2016-03-09T00:00:00Z,2016-05-25T00:00:00Z
EMD-8176,3.6,5ju8,2016-05-10T00:00:00Z,2016-07-20T00:00:00Z
EMD-8175,3.6,5jte,2016-05-09T00:00:00Z,2016-07-20T00:00:00Z
EMD-8252,2.6,,2016-06-15T00:00:00Z,2016-11-16T00:00:00Z
EMD-8253,3.7,5kip,2016-06-16T00:00:00Z,2016-10-05T00:00:00Z
EMD-4073,3.55,5lmn,2016-08-01T00:00:00Z,2016-10-05T00:00:00Z
EMD-4068,3.46,"5lki,5lkh",2016-07-22T00:00:00Z,2016-08-31T00:00:00Z
EMD-4014,3.5,5l8q,2016-06-08T00:00:00Z,2017-03-29T00:00:00Z
EMD-2677,4.5,4upc,2014-06-14T00:00:00Z,2014-07-09T00:00:00Z
EMD-2676,4.95,4uq8,2014-06-13T00:00:00Z,2014-09-17T00:00:00Z
EMD-6037,3.6,3j7x,2014-08-12T00:00:00Z,2014-10-15T00:00:00Z
EMD-6035,3.5,3j7w,2014-08-12T00:00:00Z,2014-10-15T00:00:00Z
EMD-6034,4.6,3j7v,2014-08-12T00:00:00Z,2014-10-15T00:00:00Z
EMD-2847,2.9,5afi,2015-01-08T00:00:00Z,2015-03-11T00:00:00Z
EMD-6219,4.8,,2014-12-19T00:00:00Z,2015-01-21T00:00:00Z
EMD-2898,4.1,,2015-02-10T00:00:00Z,2015-04-29T00:00:00Z
EMD-2899,4.4,,2015-02-10T00:00:00Z,2015-04-29T00:00:00Z
EMD-6225,3.6,,2014-12-25T00:00:00Z,2015-03-11T00:00:00Z
EMD-6224,2.9,3j9c,2014-12-25T00:00:00Z,2015-03-11T00:00:00Z
EMD-3014,3.04,5a33,2015-05-13T00:00:00Z,2015-12-16T00:00:00Z
EMD-3013,3.44,5a32,2015-05-13T00:00:00Z,2015-12-16T00:00:00Z
EMD-6377,3.1,3jb3,2015-07-05T00:00:00Z,2015-07-29T00:00:00Z
EMD-6378,3.0,3jay,2015-07-06T00:00:00Z,2015-07-29T00:00:00Z
EMD-6376,3.1,3jb2,2015-07-05T00:00:00Z,2015-07-29T00:00:00Z
EMD-6374,2.9,3jb0,2015-07-02T00:00:00Z,2015-07-29T00:00:00Z
EMD-6371,3.1,3jaz,2015-07-02T00:00:00Z,2015-07-29T00:00:00Z
EMD-6375,3.1,3jb1,2015-07-02T00:00:00Z,2015-07-29T00:00:00Z
EMD-6338,3.8,3ja8,2015-05-09T00:00:00Z,2015-08-05T00:00:00Z
EMD-3146,4.1,5anb,2015-09-06T00:00:00Z,2015-10-21T00:00:00Z
EMD-3147,4.2,5anc,2015-09-06T00:00:00Z,2015-10-21T00:00:00Z
EMD-3145,3.3,5an9,2015-09-06T00:00:00Z,2015-10-21T00:00:00Z
EMD-6489,4.6,3jbw,2015-10-19T00:00:00Z,2015-11-18T00:00:00Z
EMD-6488,3.7,3jby,2015-10-19T00:00:00Z,2015-11-18T00:00:00Z
EMD-6491,3.3,,2015-10-19T00:00:00Z,2015-11-18T00:00:00Z
EMD-8006,4.2,,2015-12-14T00:00:00Z,2016-03-30T00:00:00Z
EMD-6580,4.4,5hi9,2016-01-10T00:00:00Z,2016-03-30T00:00:00Z
EMD-8116,3.8,5ire,2016-03-21T00:00:00Z,2016-03-30T00:00:00Z
EMD-6629,4.1,3jcx,2016-03-18T00:00:00Z,2016-03-30T00:00:00Z
EMD-3390,4.0,,2016-03-15T00:00:00Z,2016-05-04T00:00:00Z
EMD-8193,3.8,5k11,2016-05-31T00:00:00Z,2016-06-08T00:00:00Z
EMD-8192,3.8,5k10,2016-05-17T00:00:00Z,2016-06-08T00:00:00Z
EMD-8191,2.8,5k0z,2016-05-17T00:00:00Z,2016-06-08T00:00:00Z
EMD-8194,1.8,5k12,2016-05-17T00:00:00Z,2016-06-08T00:00:00Z
EMD-3415,3.26,,2016-04-15T00:00:00Z,2016-06-15T00:00:00Z
EMD-4037,4.2,5lcw,2016-06-22T00:00:00Z,2016-08-10T00:00:00Z
EMD-8240,4.3,5kel,2016-07-18T00:00:00Z,2016-09-07T00:00:00Z
EMD-8242,4.3,5ken,2016-06-09T00:00:00Z,2016-09-07T00:00:00Z
EMD-8289,3.8,5kuf,2016-07-13T00:00:00Z,2016-09-07T00:00:00Z
EMD-8298,4.0,5kyh,2016-08-23T00:00:00Z,2016-09-07T00:00:00Z
EMD-2650,3.4,3j7q,2014-05-14T00:00:00Z,2014-07-16T00:00:00Z
EMD-2646,3.5,3j7p,2014-05-13T00:00:00Z,2014-07-16T00:00:00Z
EMD-2649,3.35,3j7o,2014-05-14T00:00:00Z,2014-07-16T00:00:00Z
EMD-2832,3.6,3j92,2014-12-02T00:00:00Z,2015-01-21T00:00:00Z
EMD-6271,3.9,3j9r,2015-02-17T00:00:00Z,2015-04-01T00:00:00Z
EMD-6346,3.8,3jaf,2015-06-08T00:00:00Z,2015-09-09T00:00:00Z
EMD-6344,3.9,3jad,2015-06-08T00:00:00Z,2015-09-09T00:00:00Z
EMD-6345,3.9,3jae,2015-06-08T00:00:00Z,2015-09-09T00:00:00Z
EMD-3037,3.75,3jaj,2015-06-02T00:00:00Z,2015-08-12T00:00:00Z
EMD-6354,3.7,3jaw,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6353,3.5,3jas,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6369,4.7,3jav,2015-06-29T00:00:00Z,2015-10-07T00:00:00Z
EMD-6355,4.4,,2015-06-15T00:00:00Z,2015-08-12T00:00:00Z
EMD-6398,3.7,3jb5,2015-07-23T00:00:00Z,2016-07-27T00:00:00Z
EMD-6433,4.2,3jbe,2015-08-24T00:00:00Z,2016-01-27T00:00:00Z
EMD-6434,4.8,3jbf,2015-08-24T00:00:00Z,2016-01-27T00:00:00Z
EMD-6425,4.1,3jd6,2015-08-12T00:00:00Z,2016-04-27T00:00:00Z
EMD-3185,4.8,5fj5,2015-10-03T00:00:00Z,2015-11-04T00:00:00Z
EMD-6551,3.8,3jcf,2015-11-30T00:00:00Z,2016-02-17T00:00:00Z
EMD-3246,2.8,5foj,2015-11-18T00:00:00Z,2016-04-13T00:00:00Z
EMD-3245,3.6,3jc2,2015-11-14T00:00:00Z,2016-01-13T00:00:00Z
EMD-3241,4.8,5fna,2015-11-11T00:00:00Z,2016-03-30T00:00:00Z
EMD-3308,4.19,5fuu,2016-01-29T00:00:00Z,2016-03-02T00:00:00Z
EMD-3309,4.3,,2016-01-29T00:00:00Z,2016-03-09T00:00:00Z
EMD-6570,3.77,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6568,3.7,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6571,4.7,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6573,3.6,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6567,3.61,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-6569,3.77,3jcm,2015-12-23T00:00:00Z,2016-02-10T00:00:00Z
EMD-8015,3.1,5gaq,2016-01-05T00:00:00Z,2016-04-06T00:00:00Z
EMD-3385,3.9,5g04,2016-03-15T00:00:00Z,2016-04-27T00:00:00Z
EMD-3378,4.35,5fyw,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-3386,3.8,,2016-03-15T00:00:00Z,2016-05-04T00:00:00Z
EMD-3381,4.09,,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-3380,3.89,,2016-03-09T00:00:00Z,2016-05-18T00:00:00Z
EMD-8137,3.9,5iyc,2016-05-02T00:00:00Z,2016-05-18T00:00:00Z
EMD-8136,3.9,5iyb,2016-05-02T00:00:00Z,2016-05-18T00:00:00Z
EMD-8138,3.9,5iyd,2016-05-02T00:00:00Z,2016-05-18T00:00:00Z
EMD-9528,4.4,5go9,2016-09-08T00:00:00Z,2016-10-05T00:00:00Z
EMD-9529,4.2,5goa,2016-09-08T00:00:00Z,2016-10-05T00:00:00Z
EMD-9519,4.0,5gkz,2016-07-26T00:00:00Z,2016-08-24T00:00:00Z
EMD-9520,4.2,5gl0,2016-08-04T00:00:00Z,2016-08-24T00:00:00Z
EMD-8200,4.22,5k47,2016-06-21T00:00:00Z,2016-08-24T00:00:00Z
EMD-8315,3.9,5sy1,2016-08-12T00:00:00Z,2016-08-24T00:00:00Z
EMD-4009,3.5,5l7q,2016-06-03T00:00:00Z,2017-03-29T00:00:00Z
EMD-9527,4.6,,2016-07-14T00:00:00Z,2016-08-17T00:00:00Z
EMD-2702,4.9,,2014-07-08T00:00:00Z,2014-08-27T00:00:00Z
EMD-2703,4.4,,2014-07-08T00:00:00Z,2014-08-27T00:00:00Z
EMD-2704,3.8,,2014-07-08T00:00:00Z,2014-08-27T00:00:00Z
EMD-2787,3.4,"4v19,4v1a",2014-09-25T00:00:00Z,2014-10-08T00:00:00Z
EMD-5926,3.8,3j6q,2014-03-19T00:00:00Z,2014-10-08T00:00:00Z
EMD-2875,3.5,5aj0,2015-02-06T00:00:00Z,2015-05-13T00:00:00Z
EMD-6272,2.6,3j9s,2015-02-19T00:00:00Z,2015-03-04T00:00:00Z
EMD-2876,3.5,3j9m,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-2877,4.1,,2015-02-08T00:00:00Z,2015-03-18T00:00:00Z
EMD-6247,5.0,,2015-01-19T00:00:00Z,2015-02-25T00:00:00Z
EMD-6313,2.5,3j6k,2015-03-27T00:00:00Z,2015-04-08T00:00:00Z
EMD-2938,3.6,4ug0,2015-03-17T00:00:00Z,2015-05-13T00:00:00Z
EMD-6314,3.2,3j7b,2015-03-31T00:00:00Z,2015-04-08T00:00:00Z
EMD-3001,1.4,4znn,2015-05-08T00:00:00Z,2015-09-09T00:00:00Z
EMD-6342,2.5,5a3e,2015-05-29T00:00:00Z,2015-06-10T00:00:00Z
EMD-6343,4.8,3jac,2015-06-05T00:00:00Z,2015-09-23T00:00:00Z
EMD-6414,3.42,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6416,3.3,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6415,3.52,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6417,3.44,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6413,3.6,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6419,3.96,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
EMD-6418,3.57,3jb9,2015-08-09T00:00:00Z,2015-09-16T00:00:00Z
