emdb_id,resolution,fitted_pdbs,deposition_date,map_release_date
EMD-12969,3.3,7okx,2021-05-18T00:00:00Z,2021-07-14T00:00:00Z
EMD-23722,3.8,7m9b,2021-03-30T00:00:00Z,2021-07-28T00:00:00Z
EMD-10704,4.08,6y5v,2020-02-25T00:00:00Z,2020-07-15T00:00:00Z
EMD-31040,3.1,7ea8,2021-03-06T00:00:00Z,2021-07-14T00:00:00Z
EMD-23743,3.0,,2021-04-01T00:00:00Z,2021-07-07T00:00:00Z
EMD-23828,2.9,7mgl,2021-04-12T00:00:00Z,2021-06-16T00:00:00Z
EMD-12632,4.1,7nwh,2021-03-16T00:00:00Z,2021-07-07T00:00:00Z
EMD-22427,3.1,7jq9,2020-08-10T00:00:00Z,2021-07-28T00:00:00Z
EMD-23952,3.7,7mr0,2021-05-07T00:00:00Z,2021-07-28T00:00:00Z
EMD-24322,2.83,7r91,2021-06-28T00:00:00Z,2021-07-28T00:00:00Z
EMD-11414,4.83,,2020-07-17T00:00:00Z,2021-07-28T00:00:00Z
EMD-23659,2.4,7m3o,2021-03-18T00:00:00Z,2021-07-28T00:00:00Z
EMD-23894,3.3,7mkh,2021-04-23T00:00:00Z,2021-07-28T00:00:00Z
EMD-12800,2.9,,2021-04-23T00:00:00Z,2021-07-21T00:00:00Z
EMD-23818,3.3,7mca,2021-04-10T00:00:00Z,2021-06-02T00:00:00Z
EMD-23915,3.15,7mm0,2021-04-29T00:00:00Z,2021-07-28T00:00:00Z
EMD-23237,4.5,7l8u,2021-01-01T00:00:00Z,2021-08-04T00:00:00Z
EMD-23225,3.6,7l88,2020-12-31T00:00:00Z,2021-08-04T00:00:00Z
EMD-24304,4.5,7r7t,2021-06-25T00:00:00Z,2021-08-04T00:00:00Z
EMD-11610,3.0,,2020-08-13T00:00:00Z,2021-08-04T00:00:00Z
EMD-12899,3.4,7ohb,2021-05-10T00:00:00Z,2021-07-28T00:00:00Z
EMD-12900,2.5,7ohc,2021-05-10T00:00:00Z,2021-07-28T00:00:00Z
EMD-30662,3.03,7df8,2020-11-06T00:00:00Z,2021-08-04T00:00:00Z
EMD-23229,3.4,7l8c,2020-12-31T00:00:00Z,2021-08-04T00:00:00Z
EMD-22883,2.5,7ki1,2020-10-22T00:00:00Z,2021-08-04T00:00:00Z
EMD-24494,2.27,7rk8,2021-07-22T00:00:00Z,2021-08-04T00:00:00Z
EMD-24256,3.71,7n9c,2021-06-17T00:00:00Z,2021-08-04T00:00:00Z
EMD-24103,3.4,7n0c,2021-05-25T00:00:00Z,2021-07-28T00:00:00Z
EMD-24238,3.89,7n8n,2021-06-15T00:00:00Z,2021-08-04T00:00:00Z
EMD-3883,2.9,6ek0,2017-09-24T00:00:00Z,2018-01-24T00:00:00Z
EMD-10623,4.9,6xu7,2020-01-17T00:00:00Z,2021-07-28T00:00:00Z
EMD-12722,3.4,7o4l,2021-04-06T00:00:00Z,2021-06-16T00:00:00Z
EMD-24347,3.1,7ra8,2021-06-30T00:00:00Z,2021-08-04T00:00:00Z
EMD-23898,3.2,7mkl,2021-04-24T00:00:00Z,2021-05-12T00:00:00Z
EMD-31371,3.4,7exd,2021-05-27T00:00:00Z,2021-08-04T00:00:00Z
EMD-3347,3.2,,2016-02-25T00:00:00Z,2016-03-16T00:00:00Z
EMD-3348,3.1,,2016-02-25T00:00:00Z,2016-03-16T00:00:00Z
EMD-8150,4.0,5jco,2016-04-19T00:00:00Z,2016-05-04T00:00:00Z
EMD-4124,3.4,5lzd,2016-10-26T00:00:00Z,2016-11-23T00:00:00Z
EMD-3456,2.4,,2016-11-02T00:00:00Z,2016-11-16T00:00:00Z
EMD-3455,2.4,,2016-11-02T00:00:00Z,2016-11-16T00:00:00Z
EMD-8511,3.5,5u6o,2016-12-08T00:00:00Z,2017-01-25T00:00:00Z
EMD-3457,2.2,,2016-11-02T00:00:00Z,2016-11-16T00:00:00Z
EMD-3554,3.5,,2016-12-22T00:00:00Z,2017-02-22T00:00:00Z
EMD-3555,3.3,,2016-12-22T00:00:00Z,2017-02-22T00:00:00Z
EMD-3556,3.2,,2016-12-22T00:00:00Z,2017-02-22T00:00:00Z
EMD-7095,3.8,6bgi,2017-10-28T00:00:00Z,2017-12-27T00:00:00Z
EMD-6802,3.0,,2017-07-21T00:00:00Z,2017-11-22T00:00:00Z
EMD-4146,3.8,5m32,2016-10-14T00:00:00Z,2017-07-05T00:00:00Z
EMD-4180,3.7,6f40,2017-11-29T00:00:00Z,2018-01-17T00:00:00Z
EMD-4183,4.2,6f44,2017-11-29T00:00:00Z,2018-01-17T00:00:00Z
EMD-4015,3.9,5l93,2016-06-09T00:00:00Z,2016-07-13T00:00:00Z
EMD-3782,3.4,,2017-07-05T00:00:00Z,2017-08-02T00:00:00Z
EMD-12721,3.6,7o4k,2021-04-06T00:00:00Z,2021-06-16T00:00:00Z
EMD-4542,2.49,6qfa,2019-01-09T00:00:00Z,2021-08-04T00:00:00Z
EMD-12368,3.6,7nj0,2021-02-14T00:00:00Z,2021-08-04T00:00:00Z
EMD-23235,4.3,7l8s,2020-12-31T00:00:00Z,2021-08-04T00:00:00Z
EMD-0181,3.16,6hbg,2018-08-10T00:00:00Z,2019-03-20T00:00:00Z
EMD-11364,3.8,6zqi,2020-07-09T00:00:00Z,2021-01-20T00:00:00Z
EMD-31031,3.5,7e9g,2021-03-04T00:00:00Z,2021-06-23T00:00:00Z
EMD-21575,3.2,6w8n,2020-03-20T00:00:00Z,2021-08-04T00:00:00Z
EMD-24455,3.0,7rh5,2021-07-16T00:00:00Z,2021-08-04T00:00:00Z
EMD-24318,3.4,7r8m,2021-06-26T00:00:00Z,2021-08-04T00:00:00Z
EMD-21688,3.6,6wj5,2020-04-11T00:00:00Z,2021-02-17T00:00:00Z
EMD-12369,2.9,7nj1,2021-02-14T00:00:00Z,2021-08-04T00:00:00Z
EMD-22231,3.4,6xl0,2020-06-27T00:00:00Z,2020-12-23T00:00:00Z
EMD-23658,2.4,7m3n,2021-03-18T00:00:00Z,2021-07-28T00:00:00Z
EMD-24198,3.8,,2021-06-07T00:00:00Z,2021-08-04T00:00:00Z
EMD-31326,2.48,,2021-05-20T00:00:00Z,2021-08-04T00:00:00Z
EMD-12744,3.4,7o73,2021-04-12T00:00:00Z,2021-06-16T00:00:00Z
EMD-23239,3.0,7l8x,2021-01-01T00:00:00Z,2021-08-04T00:00:00Z
EMD-23240,4.2,7l8y,2021-01-01T00:00:00Z,2021-08-04T00:00:00Z
EMD-23234,4.5,,2020-12-31T00:00:00Z,2021-08-04T00:00:00Z
EMD-12723,3.2,,2021-04-06T00:00:00Z,2021-06-16T00:00:00Z
EMD-12724,2.8,,2021-04-06T00:00:00Z,2021-06-16T00:00:00Z
EMD-22000,3.6,6x2b,2020-05-20T00:00:00Z,2020-05-27T00:00:00Z
EMD-21576,3.4,6w8o,2020-03-20T00:00:00Z,2021-08-04T00:00:00Z
EMD-10622,3.5,6xu6,2020-01-17T00:00:00Z,2021-07-28T00:00:00Z
EMD-31062,2.78,7eda,2021-03-15T00:00:00Z,2021-07-07T00:00:00Z
EMD-23236,3.7,7l8t,2020-12-31T00:00:00Z,2021-08-04T00:00:00Z
EMD-23219,3.8,7l7u,2020-12-30T00:00:00Z,2021-08-04T00:00:00Z
EMD-12897,3.0,7oh9,2021-05-09T00:00:00Z,2021-07-28T00:00:00Z
EMD-24252,3.5,7n98,2021-06-17T00:00:00Z,2021-08-04T00:00:00Z
EMD-31309,4.07,7eu8,2021-05-16T00:00:00Z,2021-07-28T00:00:00Z
EMD-21577,3.6,6w8p,2020-03-21T00:00:00Z,2021-08-04T00:00:00Z
EMD-6000,3.8,"3j7l,3j7m,3j7n",2014-07-10T00:00:00Z,2014-09-10T00:00:00Z
EMD-2838,3.6,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2841,4.2,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2836,3.5,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2835,3.5,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2839,3.8,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2837,3.5,,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-2834,3.7,,2014-12-09T00:00:00Z,2014-12-24T00:00:00Z
EMD-2842,3.35,4udv,2014-12-10T00:00:00Z,2014-12-24T00:00:00Z
EMD-6487,3.4,3jbx,2015-10-19T00:00:00Z,2015-11-18T00:00:00Z
EMD-3233,4.4,,2015-11-06T00:00:00Z,2016-02-03T00:00:00Z
EMD-8012,3.7,5gan,2015-12-15T00:00:00Z,2016-01-27T00:00:00Z
EMD-8332,3.8,5t0c,2016-08-15T00:00:00Z,2016-10-19T00:00:00Z
EMD-8334,4.4,5t0g,2016-08-15T00:00:00Z,2016-10-19T00:00:00Z
EMD-8333,3.8,5t0c,2016-08-15T00:00:00Z,2016-10-19T00:00:00Z
EMD-8663,4.2,5vfp,2017-04-09T00:00:00Z,2018-07-18T00:00:00Z
EMD-8665,4.9,5vfr,2017-04-09T00:00:00Z,2018-07-18T00:00:00Z
EMD-8664,4.2,5vfq,2017-04-09T00:00:00Z,2018-07-18T00:00:00Z
EMD-8662,3.5,5vfo,2017-04-08T00:00:00Z,2018-07-18T00:00:00Z
EMD-4184,3.7,,2017-11-29T00:00:00Z,2018-01-31T00:00:00Z
EMD-6952,4.25,5zsu,2018-04-29T00:00:00Z,2018-08-15T00:00:00Z
EMD-0056,3.75,6gsi,2018-06-14T00:00:00Z,2019-01-16T00:00:00Z
EMD-4276,3.42,6flt,2018-01-28T00:00:00Z,2018-06-27T00:00:00Z
EMD-3061,3.4,5a63,2015-06-23T00:00:00Z,2015-08-12T00:00:00Z
EMD-3908,3.55,6eoj,2017-10-09T00:00:00Z,2017-11-15T00:00:00Z
EMD-10140,3.3,,2019-07-23T00:00:00Z,2019-07-31T00:00:00Z
EMD-23638,3.7,7m2z,2021-03-17T00:00:00Z,2021-05-12T00:00:00Z
EMD-23635,3.0,7m2w,2021-03-17T00:00:00Z,2021-05-12T00:00:00Z
EMD-23636,3.6,7m2x,2021-03-17T00:00:00Z,2021-05-12T00:00:00Z
EMD-23637,4.03,7m2y,2021-03-17T00:00:00Z,2021-05-12T00:00:00Z
EMD-23639,4.45,,2021-03-17T00:00:00Z,2021-05-12T00:00:00Z
EMD-23284,3.9,7lde,2021-01-13T00:00:00Z,2021-05-12T00:00:00Z
EMD-23437,3.3,7lma,2021-02-05T00:00:00Z,2021-05-12T00:00:00Z
EMD-23439,3.8,7lmb,2021-02-05T00:00:00Z,2021-05-12T00:00:00Z
EMD-23292,3.25,7lep,2021-01-14T00:00:00Z,2021-05-12T00:00:00Z
EMD-23717,3.48,7m8j,2021-03-29T00:00:00Z,2021-05-19T00:00:00Z
EMD-30373,3.9,7cha,2020-07-05T00:00:00Z,2021-05-19T00:00:00Z
EMD-30370,3.9,7ch7,2020-07-05T00:00:00Z,2021-05-19T00:00:00Z
EMD-11550,3.6,6zy5,2020-07-30T00:00:00Z,2021-05-26T00:00:00Z
EMD-11635,3.04,7a4j,2020-08-19T00:00:00Z,2021-06-02T00:00:00Z
EMD-12018,3.1,7b54,2020-12-03T00:00:00Z,2021-06-02T00:00:00Z
EMD-11820,3.7,7alw,2020-10-07T00:00:00Z,2021-06-02T00:00:00Z
EMD-11827,3.75,7amy,2020-10-09T00:00:00Z,2021-06-02T00:00:00Z
EMD-22928,3.7,7kmt,2020-11-03T00:00:00Z,2021-06-02T00:00:00Z
EMD-23158,3.1,7l49,2020-12-18T00:00:00Z,2021-06-02T00:00:00Z
EMD-23157,3.9,7l48,2020-12-18T00:00:00Z,2021-06-02T00:00:00Z
EMD-30882,3.3,7dwq,2021-01-17T00:00:00Z,2021-06-02T00:00:00Z
EMD-30918,3.82,7dzx,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30921,3.6,7dzy,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30919,4.16,,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30920,3.74,,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30917,3.53,,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30916,3.46,,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-30915,3.45,7dzw,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-23694,3.9,7m6f,2021-03-25T00:00:00Z,2021-06-09T00:00:00Z
EMD-23696,4.0,7m6h,2021-03-25T00:00:00Z,2021-06-09T00:00:00Z
EMD-23697,4.0,7m6i,2021-03-25T00:00:00Z,2021-06-09T00:00:00Z
EMD-23693,3.3,7m6e,2021-03-25T00:00:00Z,2021-06-09T00:00:00Z
EMD-23695,3.7,7m6g,2021-03-25T00:00:00Z,2021-06-09T00:00:00Z
EMD-23909,3.17,7ml7,2021-04-27T00:00:00Z,2021-06-09T00:00:00Z
EMD-23537,4.53,,2021-02-24T00:00:00Z,2021-06-09T00:00:00Z
EMD-23538,3.91,,2021-02-24T00:00:00Z,2021-06-09T00:00:00Z
EMD-30199,3.7,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30200,2.9,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30206,3.3,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30205,3.0,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30202,2.9,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30204,2.6,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-30203,3.0,,2020-04-08T00:00:00Z,2021-06-16T00:00:00Z
EMD-12448,3.4,7nku,2021-02-19T00:00:00Z,2021-06-23T00:00:00Z
EMD-12767,3.2,,2021-04-19T00:00:00Z,2021-06-23T00:00:00Z
EMD-11897,4.5,7asl,2020-10-27T00:00:00Z,2021-06-23T00:00:00Z
EMD-31370,3.7,,2021-05-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-31369,3.6,,2021-05-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-31032,4.0,7e9h,2021-03-04T00:00:00Z,2021-06-23T00:00:00Z
EMD-31047,3.5,7eaz,2021-03-08T00:00:00Z,2021-06-23T00:00:00Z
EMD-31050,3.6,7eb3,2021-03-08T00:00:00Z,2021-06-23T00:00:00Z
EMD-31051,3.5,7eb4,2021-03-08T00:00:00Z,2021-06-23T00:00:00Z
EMD-31048,3.6,7eb0,2021-03-08T00:00:00Z,2021-06-23T00:00:00Z
EMD-31052,3.4,7eb5,2021-03-08T00:00:00Z,2021-06-23T00:00:00Z
EMD-31236,3.1,7epb,2021-04-26T00:00:00Z,2021-06-23T00:00:00Z
EMD-31235,3.6,7epa,2021-04-26T00:00:00Z,2021-06-23T00:00:00Z
EMD-31053,2.63,7ebf,2021-03-09T00:00:00Z,2021-06-23T00:00:00Z
EMD-23652,3.2,7m3e,2021-03-18T00:00:00Z,2021-06-30T00:00:00Z
EMD-23653,2.8,7m3f,2021-03-18T00:00:00Z,2021-06-30T00:00:00Z
EMD-23483,3.4,7lqe,2021-02-13T00:00:00Z,2021-06-30T00:00:00Z
EMD-23486,3.4,7lqh,2021-02-13T00:00:00Z,2021-06-30T00:00:00Z
EMD-23485,3.4,7lqg,2021-02-13T00:00:00Z,2021-06-30T00:00:00Z
EMD-23487,3.5,7lqi,2021-02-13T00:00:00Z,2021-06-30T00:00:00Z
EMD-23484,3.8,7lqf,2021-02-13T00:00:00Z,2021-06-30T00:00:00Z
EMD-11772,3.93,7afo,2020-09-19T00:00:00Z,2021-07-07T00:00:00Z
EMD-12979,3.41,7ole,2021-05-19T00:00:00Z,2021-07-07T00:00:00Z
EMD-22281,3.3,6xov,2020-07-07T00:00:00Z,2021-07-07T00:00:00Z
EMD-22282,4.6,6xow,2020-07-07T00:00:00Z,2021-07-07T00:00:00Z
EMD-22279,3.9,6xot,2020-07-07T00:00:00Z,2021-07-07T00:00:00Z
EMD-22278,3.7,6xos,2020-07-07T00:00:00Z,2021-07-07T00:00:00Z
EMD-22280,4.0,6xou,2020-07-07T00:00:00Z,2021-07-07T00:00:00Z
EMD-12993,3.35,7on1,2021-05-25T00:00:00Z,2021-07-07T00:00:00Z
EMD-23516,2.49,7ltm,2021-02-19T00:00:00Z,2021-07-07T00:00:00Z
EMD-23499,3.54,7lrt,2021-02-17T00:00:00Z,2021-07-14T00:00:00Z
EMD-23498,3.89,7lrs,2021-02-17T00:00:00Z,2021-07-14T00:00:00Z
EMD-23063,3.5,7kx9,2020-12-03T00:00:00Z,2021-07-14T00:00:00Z
EMD-22924,2.91,7kmf,2020-11-02T00:00:00Z,2021-07-14T00:00:00Z
EMD-23061,3.8,7kx7,2020-12-03T00:00:00Z,2021-07-14T00:00:00Z
EMD-23066,3.3,7kxr,2020-12-04T00:00:00Z,2021-07-14T00:00:00Z
EMD-22336,3.47,7jhg,2020-07-20T00:00:00Z,2021-07-21T00:00:00Z
EMD-22337,3.92,7jhh,2020-07-20T00:00:00Z,2021-07-21T00:00:00Z
EMD-12827,2.66,7odf,2021-04-29T00:00:00Z,2021-07-21T00:00:00Z
EMD-12809,3.6,7ock,2021-04-27T00:00:00Z,2021-07-21T00:00:00Z
EMD-31109,3.7,7eg9,2021-03-24T00:00:00Z,2021-05-05T00:00:00Z
EMD-12218,3.3,7bl5,2021-01-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12217,2.4,7bl4,2021-01-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12215,3.7,7bl2,2021-01-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12219,4.0,7bl6,2021-01-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12216,3.5,7bl3,2021-01-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12141,3.3,7bc7,2020-12-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-12140,3.2,7bc6,2020-12-18T00:00:00Z,2021-05-12T00:00:00Z
EMD-30700,2.8,7djt,2020-11-21T00:00:00Z,2021-05-19T00:00:00Z
EMD-30634,4.1,,2020-10-23T00:00:00Z,2021-05-19T00:00:00Z
EMD-30655,3.4,7ddo,2020-10-29T00:00:00Z,2021-05-19T00:00:00Z
EMD-31172,2.85,7ekp,2021-04-06T00:00:00Z,2021-05-19T00:00:00Z
EMD-30601,3.1,7d74,2020-10-02T00:00:00Z,2021-05-19T00:00:00Z
EMD-31168,3.18,7eki,2021-04-05T00:00:00Z,2021-05-19T00:00:00Z
EMD-30422,4.3,,2020-08-06T00:00:00Z,2021-05-19T00:00:00Z
EMD-30653,3.4,7ddp,2020-10-29T00:00:00Z,2021-05-19T00:00:00Z
EMD-12095,3.04,7b93,2020-12-14T00:00:00Z,2021-05-26T00:00:00Z
EMD-12035,2.9,7b5k,2020-12-03T00:00:00Z,2021-05-26T00:00:00Z
EMD-11553,4.64,6zy7,2020-07-30T00:00:00Z,2021-05-26T00:00:00Z
EMD-11551,4.1,6zy6,2020-07-30T00:00:00Z,2021-05-26T00:00:00Z
EMD-12520,3.27,7npt,2021-02-28T00:00:00Z,2021-05-26T00:00:00Z
EMD-12518,3.81,7nps,2021-02-28T00:00:00Z,2021-05-26T00:00:00Z
EMD-12519,3.52,,2021-02-28T00:00:00Z,2021-05-26T00:00:00Z
EMD-24105,3.02,7n0g,2021-05-25T00:00:00Z,2021-06-02T00:00:00Z
EMD-24106,3.34,7n0h,2021-05-25T00:00:00Z,2021-06-02T00:00:00Z
EMD-30398,3.5,7clr,2020-07-21T00:00:00Z,2021-06-02T00:00:00Z
EMD-24101,2.2,7n06,2021-05-25T00:00:00Z,2021-06-02T00:00:00Z
EMD-12804,3.5,7ocd,2021-04-26T00:00:00Z,2021-06-09T00:00:00Z
EMD-12063,4.0,7b70,2020-12-09T00:00:00Z,2021-06-09T00:00:00Z
EMD-12802,3.4,7oca,2021-04-26T00:00:00Z,2021-06-09T00:00:00Z
EMD-12803,3.4,7occ,2021-04-26T00:00:00Z,2021-06-09T00:00:00Z
EMD-24137,2.5,7n33,2021-05-31T00:00:00Z,2021-06-09T00:00:00Z
EMD-30500,3.9,7cyh,2020-09-03T00:00:00Z,2021-06-09T00:00:00Z
EMD-23521,2.9,7lue,2021-02-22T00:00:00Z,2021-06-16T00:00:00Z
EMD-23360,3.1,7li4,2021-01-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-23359,3.8,7li3,2021-01-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-23352,3.7,7lhw,2021-01-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-23837,3.2,7mhz,2021-04-16T00:00:00Z,2021-06-16T00:00:00Z
EMD-23836,2.7,7mhy,2021-04-16T00:00:00Z,2021-06-16T00:00:00Z
EMD-23207,2.5,7l6q,2020-12-23T00:00:00Z,2021-06-23T00:00:00Z
EMD-23208,3.3,7l6u,2020-12-23T00:00:00Z,2021-06-23T00:00:00Z
EMD-22839,3.8,7kej,2020-10-11T00:00:00Z,2021-06-23T00:00:00Z
EMD-12310,3.3,7ng9,2021-02-08T00:00:00Z,2021-06-30T00:00:00Z
EMD-31238,3.9,7epd,2021-04-26T00:00:00Z,2021-06-23T00:00:00Z
EMD-12309,3.2,7ng8,2021-02-08T00:00:00Z,2021-06-30T00:00:00Z
EMD-31237,4.0,7epc,2021-04-26T00:00:00Z,2021-06-23T00:00:00Z
EMD-11158,3.1,6zby,2020-06-09T00:00:00Z,2021-06-30T00:00:00Z
EMD-31303,4.1,7etw,2021-05-14T00:00:00Z,2021-06-23T00:00:00Z
EMD-31361,3.5,7ewq,2021-05-25T00:00:00Z,2021-06-23T00:00:00Z
EMD-31227,4.1,7eoq,2021-04-22T00:00:00Z,2021-06-30T00:00:00Z
EMD-30935,3.09,7e0k,2021-01-28T00:00:00Z,2021-06-30T00:00:00Z
EMD-30933,3.53,7e0i,2021-01-28T00:00:00Z,2021-06-30T00:00:00Z
EMD-31020,3.1,7e8i,2021-03-01T00:00:00Z,2021-06-30T00:00:00Z
EMD-30934,3.13,7e0j,2021-01-28T00:00:00Z,2021-06-30T00:00:00Z
EMD-31001,3.4,7e7o,2021-02-26T00:00:00Z,2021-06-30T00:00:00Z
EMD-30932,3.75,7e0h,2021-01-28T00:00:00Z,2021-06-30T00:00:00Z
EMD-31002,3.3,7e7q,2021-02-26T00:00:00Z,2021-06-30T00:00:00Z
EMD-31000,3.3,7e7i,2021-02-26T00:00:00Z,2021-06-30T00:00:00Z
EMD-12244,2.98,7boi,2021-01-25T00:00:00Z,2021-07-07T00:00:00Z
EMD-12242,2.75,7bog,2021-01-25T00:00:00Z,2021-07-07T00:00:00Z
EMD-12246,3.31,7nas,2021-01-25T00:00:00Z,2021-07-07T00:00:00Z
EMD-12321,3.03,7nh9,2021-02-10T00:00:00Z,2021-07-07T00:00:00Z
EMD-31450,2.78,7f4g,2021-06-18T00:00:00Z,2021-07-07T00:00:00Z
EMD-31163,3.5,7eju,2021-04-02T00:00:00Z,2021-07-07T00:00:00Z
EMD-30936,2.9,,2021-01-28T00:00:00Z,2021-07-07T00:00:00Z
EMD-11272,3.3,6zlq,2020-07-01T00:00:00Z,2021-07-14T00:00:00Z
EMD-31451,3.5,,2021-06-18T00:00:00Z,2021-07-07T00:00:00Z
EMD-31217,2.8,7enn,2021-04-18T00:00:00Z,2021-07-14T00:00:00Z
EMD-31046,3.9,7eak,2021-03-07T00:00:00Z,2021-07-14T00:00:00Z
EMD-31045,4.1,7eaj,2021-03-07T00:00:00Z,2021-07-14T00:00:00Z
EMD-31044,3.8,7eai,2021-03-07T00:00:00Z,2021-07-14T00:00:00Z
EMD-31043,3.1,7eah,2021-03-07T00:00:00Z,2021-07-14T00:00:00Z
EMD-31291,4.8,,2021-05-11T00:00:00Z,2021-07-14T00:00:00Z
EMD-11365,3.1,,2020-07-09T00:00:00Z,2021-07-21T00:00:00Z
EMD-30490,2.8,7cx3,2020-09-01T00:00:00Z,2021-05-05T00:00:00Z
EMD-30491,2.9,7cx4,2020-09-01T00:00:00Z,2021-05-05T00:00:00Z
EMD-30387,3.88,7ckl,2020-07-17T00:00:00Z,2021-05-05T00:00:00Z
EMD-23613,3.7,7m0r,2021-03-11T00:00:00Z,2021-05-05T00:00:00Z
EMD-23568,3.76,,2021-03-03T00:00:00Z,2021-05-05T00:00:00Z
EMD-30599,3.4,7d72,2020-10-02T00:00:00Z,2021-05-05T00:00:00Z
EMD-30600,3.0,7d73,2020-10-02T00:00:00Z,2021-05-05T00:00:00Z
EMD-30628,4.1,,2020-10-19T00:00:00Z,2021-05-05T00:00:00Z
EMD-30269,3.8,7c1d,2020-05-03T00:00:00Z,2021-05-05T00:00:00Z
EMD-31112,3.9,7egc,2021-03-24T00:00:00Z,2021-05-12T00:00:00Z
EMD-31117,3.04,7egh,2021-03-24T00:00:00Z,2021-05-12T00:00:00Z
EMD-30281,3.2,,2020-05-10T00:00:00Z,2021-05-12T00:00:00Z
EMD-11202,4.1,6zgd,2020-06-18T00:00:00Z,2021-05-26T00:00:00Z
EMD-11208,3.4,6zgj,2020-06-18T00:00:00Z,2021-05-26T00:00:00Z
EMD-11209,3.6,6zgk,2020-06-18T00:00:00Z,2021-05-26T00:00:00Z
EMD-23707,2.66,7m71,2021-03-26T00:00:00Z,2021-05-26T00:00:00Z
EMD-23709,2.95,7m7b,2021-03-27T00:00:00Z,2021-05-26T00:00:00Z
EMD-23749,1.95,7mbx,2021-04-01T00:00:00Z,2021-05-26T00:00:00Z
EMD-23750,2.44,7mby,2021-04-01T00:00:00Z,2021-05-26T00:00:00Z
EMD-23674,2.5,7m5e,2021-03-23T00:00:00Z,2021-05-26T00:00:00Z
EMD-23672,4.7,,2021-03-23T00:00:00Z,2021-05-26T00:00:00Z
EMD-23482,3.28,7lq6,2021-02-13T00:00:00Z,2021-05-26T00:00:00Z
EMD-23337,3.3,7lhe,2021-01-22T00:00:00Z,2021-06-02T00:00:00Z
EMD-23424,4.8,7llk,2021-02-04T00:00:00Z,2021-06-02T00:00:00Z
EMD-23438,4.4,,2021-02-05T00:00:00Z,2021-06-02T00:00:00Z
EMD-11606,4.19,7a1d,2020-08-12T00:00:00Z,2021-06-09T00:00:00Z
EMD-12052,4.27,7b6d,2020-12-07T00:00:00Z,2021-06-09T00:00:00Z
EMD-11613,3.59,,2020-08-14T00:00:00Z,2021-06-09T00:00:00Z
EMD-12053,4.5,7b6e,2020-12-07T00:00:00Z,2021-06-09T00:00:00Z
EMD-11326,2.74,6zoo,2020-07-07T00:00:00Z,2021-06-16T00:00:00Z
EMD-31014,3.16,7e8c,2021-03-01T00:00:00Z,2021-06-09T00:00:00Z
EMD-11814,3.6,7akv,2020-10-02T00:00:00Z,2021-06-16T00:00:00Z
EMD-31017,3.18,7e8f,2021-03-01T00:00:00Z,2021-06-09T00:00:00Z
EMD-11955,2.93,7b03,2020-11-18T00:00:00Z,2021-06-16T00:00:00Z
EMD-30503,3.5,7cyp,2020-09-04T00:00:00Z,2021-06-09T00:00:00Z
EMD-31148,3.2,7ej1,2021-04-01T00:00:00Z,2021-06-09T00:00:00Z
EMD-31149,3.3,7ej2,2021-04-01T00:00:00Z,2021-06-09T00:00:00Z
EMD-30647,3.2,7dd7,2020-10-27T00:00:00Z,2021-06-16T00:00:00Z
EMD-30645,3.2,7dd6,2020-10-27T00:00:00Z,2021-06-16T00:00:00Z
EMD-30644,3.2,7dd5,2020-10-27T00:00:00Z,2021-06-16T00:00:00Z
EMD-31368,3.9,,2021-05-26T00:00:00Z,2021-06-16T00:00:00Z
EMD-30404,3.3,,2020-07-26T00:00:00Z,2021-06-16T00:00:00Z
